1d-7d,,,,,,,Średnia z 7dni,Date,Zamknięte przypadki,Suma Zgonów,DR,Przyrost dzienny ozdrowieńców,Przyrost dzienny zgonów,Date1,Prognoza zgonów,,,,FND
4514,10429,15515,15904,15190,12493,7316,11623,2021-11-08,2856225,77761,2.72,9569,3,2021-11-29,316,142342,2573,1.81,210
10429,15515,15904,15190,12493,7316,13644,12927,2021-11-09,2864032,77981,2.72,7587,220,2021-11-30,352,150149,2793,1.86,240
15515,15904,15190,12493,7316,13644,18550,14087,2021-11-10,2869187,78250,2.73,4886,269,2021-12-01,384,155304,3062,1.97,278
15904,15190,12493,7316,13644,18550,19074,14596,2021-11-11,2874680,78524,2.73,5219,274,2021-12-02,399,160797,3336,2.07,303
15190,12493,7316,13644,18550,19074,12965,14176,2021-11-12,2885184,78555,2.72,10473,31,2021-12-03,386,171301,3367,1.97,279
12493,7316,13644,18550,19074,12965,14292,14048,2021-11-13,2901281,78821,2.72,15831,266,2021-12-04,382,187398,3633,1.94,272
7316,13644,18550,19074,12965,14292,14442,14326,2021-11-14,2916635,78867,2.70,15308,46,2021-12-05,387,202752,3679,1.81,260
13644,18550,19074,12965,14292,14442,9512,14640,2021-11-15,2931836,78879,2.69,15189,12,2021-12-06,394,217953,3691,1.69,248
18550,19074,12965,14292,14442,9512,16590,15061,2021-11-16,2944951,79161,2.69,12833,282,2021-12-07,405,231068,3973,1.72,259
19074,12965,14292,14442,9512,16590,24239,15873,2021-11-17,2953151,79624,2.70,7737,463,2021-12-08,428,239268,4436,1.85,294
12965,14292,14442,9512,16590,24239,24882,16703,2021-11-18,2967535,79994,2.70,14014,370,2021-12-09,450,253652,4806,1.89,316
14292,14442,9512,16590,24239,24882,23242,18171,2021-11-19,2986309,80397,2.69,18371,403,2021-12-10,489,272426,5209,1.91,347
14442,9512,16590,24239,24882,23242,23414,19474,2021-11-20,3006388,80779,2.69,19697,382,2021-12-11,523,292505,5591,1.91,372
9512,16590,24239,24882,23242,23414,18883,20109,2021-11-21,3019083,80820,2.68,12654,41,2021-12-12,538,305200,5632,1.85,371
16590,24239,24882,23242,23414,18883,12334,20512,2021-11-22,3033819,80828,2.66,14728,8,2021-12-13,546,319936,5640,1.76,362
24239,24882,23242,23414,18883,12334,19936,20990,2021-11-23,3049296,81226,2.66,15079,398,2021-12-14,559,335413,6038,1.80,378
24882,23242,23414,18883,12334,19936,28380,21582,2021-11-24,3059310,81686,2.67,9554,460,2021-12-15,576,345427,6498,1.88,406
23242,23414,18883,12334,19936,28380,28128,22045,2021-11-25,3077301,82183,2.67,17494,497,2021-12-16,589,363418,6995,1.92,424
23414,18883,12334,19936,28380,28128,26735,22544,2021-11-26,3102116,82604,2.66,24394,421,2021-12-17,600,388233,7416,1.91,431
18883,12334,19936,28380,28128,26735,26182,22940,2021-11-27,3127978,82982,2.65,25484,378,2021-12-18,609,414095,7794,1.88,432
12334,19936,28380,28128,26735,26182,20576,23182,2021-11-28,3151179,83033,2.63,23150,51,2021-12-19,611,437296,7845,1.79,416
19936,28380,28128,26735,26182,20576,13115,23293,2021-11-29,3174429,83051,2.62,23232,18,2021-12-20,609,460546,7863,1.71,398
28380,28128,26735,26182,20576,13115,19074,23170,2021-11-30,3194601,83577,2.62,19646,526,2021-12-21,606,480718,8389,1.75,404
28128,26735,26182,20576,13115,19074,29064,23268,2021-12-01,3208635,84147,2.62,13464,570,2021-12-22,610,494752,8959,1.81,421
26735,26182,20576,13115,19074,29064,27356,23157,2021-12-02,3230127,84649,2.62,20990,502,2021-12-23,607,516244,9461,1.83,424
26182,20576,13115,19074,29064,27356,26965,23190,2021-12-03,3258776,85119,2.61,28179,470,2021-12-24,606,544893,9931,1.82,423
20576,13115,19074,29064,27356,26965,25576,23104,2021-12-04,3288245,85621,2.60,28967,502,2021-12-25,602,574362,10433,1.82,420
13115,19074,29064,27356,26965,25576,22389,23363,2021-12-05,3314908,85666,2.58,26618,45,2021-12-26,604,601025,10478,1.74,407
19074,29064,27356,26965,25576,22389,13250,23382,2021-12-06,3341398,85691,2.56,26465,25,2021-12-27,600,627515,10503,1.67,391
29064,27356,26965,25576,22389,13250,19366,23424,2021-12-07,3363054,86195,2.56,21152,504,2021-12-28,600,649171,11007,1.70,397
27356,26965,25576,22389,13250,19366,28542,23349,2021-12-08,3377214,86787,2.57,13568,592,2021-12-29,600,663331,11599,1.75,408
26965,25576,22389,13250,19366,28542,27458,23364,2021-12-09,3398274,87349,2.57,20498,562,2021-12-30,601,684391,12161,1.78,415
25576,22389,13250,19366,28542,27458,24991,23082,2021-12-10,3427531,87920,2.57,28686,571,2021-12-31,592,713648,12732,1.78,412
22389,13250,19366,28542,27458,24991,23764,22823,2021-12-11,3457444,88406,2.56,29427,486,2022-01-01,584,743561,13218,1.78,406
13250,19366,28542,27458,24991,23764,19452,22403,2021-12-12,3484049,88471,2.54,26540,65,2022-01-02,569,770166,13283,1.72,386
19366,28542,27458,24991,23764,19452,11379,22136,2021-12-13,3510061,88500,2.52,25983,29,2022-01-03,558,796178,13312,1.67,370
28542,27458,24991,23764,19452,11379,17460,21864,2021-12-14,3533548,89037,2.52,22950,537,2022-01-04,551,819665,13849,1.69,369
27458,24991,23764,19452,11379,17460,24266,21253,2021-12-15,3548285,89706,2.53,14068,669,2022-01-05,537,834402,14518,1.74,370
24991,23764,19452,11379,17460,24266,22097,20487,2021-12-16,3569791,90298,2.53,20914,592,2022-01-06,518,855908,15110,1.77,362
23764,19452,11379,17460,24266,22097,20027,19778,2021-12-17,3598417,90864,2.53,28060,566,2022-01-07,499,884534,15676,1.77,351
19452,11379,17460,24266,22097,20027,19397,19154,2021-12-18,3628225,91407,2.52,29265,543,2022-01-08,483,914342,16219,1.77,340
11379,17460,24266,22097,20027,19397,15976,18657,2021-12-19,3653340,91477,2.50,25045,70,2022-01-09,467,939457,16289,1.73,323
17460,24266,22097,20027,19397,15976,9609,18405,2021-12-20,3677413,91506,2.49,24044,29,2022-01-10,458,963530,16318,1.69,312
24266,22097,20027,19397,15976,9609,13806,17883,2021-12-21,3698234,92044,2.49,20283,538,2022-01-11,445,984351,16856,1.71,306
22097,20027,19397,15976,9609,13806,18021,16990,2021-12-22,3711263,92819,2.50,12254,775,2022-01-12,425,997380,17631,1.77,300
20027,19397,15976,9609,13806,18021,17156,16285,2021-12-23,3731104,93435,2.50,19225,616,2022-01-13,408,1017221,18247,1.79,292
19397,15976,9609,13806,18021,17156,15392,15622,2021-12-24,3756481,94031,2.50,24781,596,2022-01-14,391,1042598,18843,1.81,282
15976,9609,13806,18021,17156,15392,10788,14393,2021-12-25,3779020,94300,2.50,22270,269,2022-01-15,359,1065137,19112,1.79,258
9609,13806,18021,17156,15392,10788,6252,13003,2021-12-26,3799374,94316,2.48,20338,16,2022-01-16,323,1085491,19128,1.76,229
13806,18021,17156,15392,10788,6252,5029,12349,2021-12-27,3818966,94354,2.47,19554,38,2022-01-17,305,1105083,19166,1.73,214
18021,17156,15392,10788,6252,5029,9843,11783,2021-12-28,3836310,94903,2.47,16795,549,2022-01-18,291,1122427,19715,1.76,207
17156,15392,10788,6252,5029,9843,15571,11433,2021-12-29,3846985,95697,2.49,9881,794,2022-01-19,284,1133102,20509,1.81,207
15392,10788,6252,5029,9843,15571,14325,11029,2021-12-30,3862342,96406,2.50,14648,709,2022-01-20,275,1148459,21218,1.85,204
10788,6252,5029,9843,15571,14325,13601,10773,2021-12-31,3881567,97044,2.50,18587,638,2022-01-21,269,1167684,21856,1.87,202
6252,5029,9843,15571,14325,13601,12032,10950,2022-01-01,3899552,97549,2.50,17480,505,2022-01-22,274,1185669,22361,1.89,207
5029,9843,15571,14325,13601,12032,7179,11083,2022-01-02,3915200,97582,2.49,15615,33,2022-01-23,276,1201317,22394,1.86,207
9843,15571,14325,13601,12032,7179,6422,11282,2022-01-03,3925768,97591,2.49,10559,9,2022-01-24,280,1211885,22403,1.85,209
15571,14325,13601,12032,7179,6422,11670,11543,2022-01-04,3933262,98024,2.49,7061,433,2022-01-25,288,1219379,22836,1.87,216
14325,13601,12032,7179,6422,11670,17196,11775,2022-01-05,3939552,98656,2.50,5658,632,2022-01-26,295,1225669,23468,1.91,225
13601,12032,7179,6422,11670,17196,16576,12097,2022-01-06,3951591,99302,2.51,11393,646,2022-01-27,304,1237708,24114,1.95,236
12032,7179,6422,11670,17196,16576,11902,11854,2022-01-07,3966929,99419,2.51,15221,117,2022-01-28,297,1253046,24231,1.93,229
7179,6422,11670,17196,16576,11902,10900,11692,2022-01-08,3982376,99711,2.50,15155,292,2022-01-29,293,1268493,24523,1.93,226
6422,11670,17196,16576,11902,10900,11106,12253,2022-01-09,3996195,99733,2.50,13797,22,2022-01-30,306,1282312,24545,1.91,235
11670,17196,16576,11902,10900,11106,7785,12448,2022-01-10,4009146,99752,2.49,12932,19,2022-01-31,310,1295263,24564,1.90,236
17196,16576,11902,10900,11106,7785,11406,12410,2022-01-11,4016967,100245,2.50,7328,493,2022-02-01,310,1303084,25057,1.92,239
16576,11902,10900,11106,7785,11406,16173,12264,2022-01-12,4024826,100929,2.51,7175,684,2022-02-02,308,1310943,25741,1.96,241
11902,10900,11106,7785,11406,16173,16878,12307,2022-01-13,4038597,101410,2.51,13290,481,2022-02-03,309,1324714,26222,1.98,244
10900,11106,7785,11406,16173,16878,16047,12899,2022-01-14,4056794,101833,2.51,17774,423,2022-02-04,324,1342911,26645,1.98,256
11106,7785,11406,16173,16878,16047,16896,13756,2022-01-15,4075282,102262,2.51,18059,429,2022-02-05,345,1361399,27074,1.99,274
7785,11406,16173,16878,16047,16896,14667,14265,2022-01-16,4087629,102297,2.50,12312,35,2022-02-06,357,1373746,27109,1.97,281
11406,16173,16878,16047,16896,14667,10445,14645,2022-01-17,4099467,102301,2.50,11834,4,2022-02-07,365,1385584,27113,1.96,287
16173,16878,16047,16896,14667,10445,19652,15823,2022-01-18,4111981,102678,2.50,12137,377,2022-02-08,395,1398098,27490,1.97,311
16878,16047,16896,14667,10445,19652,30586,17882,2022-01-19,4121008,103053,2.50,8652,375,2022-02-09,447,1407125,27865,1.98,354
16047,16896,14667,10445,19652,30586,32835,20161,2022-01-20,4134420,103368,2.50,13097,315,2022-02-10,504,1420537,28180,1.98,400
16896,14667,10445,19652,30586,32835,36665,23107,2022-01-21,4152161,103616,2.50,17493,248,2022-02-11,577,1438278,28428,1.98,457
14667,10445,19652,30586,32835,36665,40876,26532,2022-01-22,4171569,103809,2.49,19215,193,2022-02-12,660,1457686,28621,1.96,521
10445,19652,30586,32835,36665,40876,34088,29307,2022-01-23,4189105,103834,2.48,17511,25,2022-02-13,726,1475222,28646,1.94,569
19652,30586,32835,36665,40876,34088,29100,31972,2022-01-24,4207956,103836,2.47,18849,2,2022-02-14,789,1494073,28648,1.92,613
30586,32835,36665,40876,34088,29100,36995,34449,2022-01-25,4224614,104088,2.46,16406,252,2022-02-15,849,1510731,28900,1.91,659
32835,36665,40876,34088,29100,36995,53420,37711,2022-01-26,4237167,104364,2.46,12277,276,2022-02-16,929,1523284,29176,1.92,722
36665,40876,34088,29100,36995,53420,57659,41258,2022-01-27,4260138,104626,2.46,22709,262,2022-02-17,1013,1546255,29438,1.90,785
40876,34088,29100,36995,53420,57659,57262,44200,2022-01-28,4294642,104897,2.44,34233,271,2022-02-18,1080,1580759,29709,1.88,831
34088,29100,36995,53420,57659,57262,51695,45746,2022-01-29,4334221,105128,2.43,39348,231,2022-02-19,1110,1620338,29940,1.85,845
29100,36995,53420,57659,57262,51695,48251,47769,2022-01-30,4375671,105151,2.40,41427,23,2022-02-20,1148,1661788,29963,1.80,861
36995,53420,57659,57262,51695,48251,33480,48395,2022-01-31,4420557,105184,2.38,44853,33,2022-02-21,1152,1706674,29996,1.76,851
53420,57659,57262,51695,48251,33480,39114,48697,2022-02-01,4460831,105423,2.36,40035,239,2022-02-22,1151,1746948,30235,1.73,843
57659,57262,51695,48251,33480,39114,56051,49073,2022-02-02,4492572,105741,2.35,31423,318,2022-02-23,1155,1778689,30553,1.72,843
57262,51695,48251,33480,39114,56051,54477,48619,2022-02-03,4535321,106048,2.34,42442,307,2022-02-24,1137,1821438,30860,1.69,824
51695,48251,33480,39114,56051,54477,47534,47229,2022-02-04,4597145,106294,2.31,61578,246,2022-02-25,1092,1883262,31106,1.65,780
48251,33480,39114,56051,54477,47534,45749,46379,2022-02-05,4664619,106566,2.28,67202,272,2022-02-26,1060,1950736,31378,1.61,746
33480,39114,56051,54477,47534,45749,34703,44444,2022-02-06,4729411,106585,2.25,64773,19,2022-02-27,1002,2015528,31397,1.56,692
39114,56051,54477,47534,45749,34703,21980,42801,2022-02-07,4789966,106595,2.23,60545,10,2022-02-28,952,2076083,31407,1.51,647
56051,54477,47534,45749,34703,21980,35960,42351,2022-02-08,4842778,106881,2.21,52526,286,2022-03-01,935,2128895,31693,1.49,630
54477,47534,45749,34703,21980,35960,46872,41039,2022-02-09,4883550,107191,2.19,40462,310,2022-03-02,901,2169667,32003,1.48,605
47534,45749,34703,21980,35960,46872,42095,39270,2022-02-10,4934754,107453,2.18,50942,262,2022-03-03,855,2220871,32265,1.45,571
45749,34703,21980,35960,46872,42095,35777,37591,2022-02-11,4997718,107743,2.16,62674,290,2022-03-04,810,2283835,32555,1.43,536
34703,21980,35960,46872,42095,35777,31331,35531,2022-02-12,5060188,108076,2.14,62137,333,2022-03-05,759,2346305,32888,1.40,498
21980,35960,46872,42095,35777,31331,22070,33726,2022-02-13,5112096,108107,2.11,51877,31,2022-03-06,713,2398213,32919,1.37,463
35960,46872,42095,35777,31331,22070,13473,32511,2022-02-14,5162851,108124,2.09,50738,17,2022-03-07,681,2448968,32936,1.34,437
46872,42095,35777,31331,22070,13473,22267,30555,2022-02-15,5202412,108502,2.09,39183,378,2022-03-08,637,2488529,33314,1.34,409
42095,35777,31331,22070,13473,22267,28859,27982,2022-02-16,5230517,108874,2.08,27733,372,2022-03-09,582,2516634,33686,1.34,375
35777,31331,22070,13473,22267,28859,29229,26144,2022-02-17,5268007,109190,2.07,37174,316,2022-03-10,542,2554124,34002,1.33,348
31331,22070,13473,22267,28859,29229,23990,24460,2022-02-18,5314261,109494,2.06,45950,304,2022-03-11,504,2600378,34306,1.32,323
22070,13473,22267,28859,29229,23990,20902,22970,2022-02-19,5356291,109777,2.05,41747,283,2022-03-12,471,2642408,34589,1.31,301
13473,22267,28859,29229,23990,20902,13687,21772,2022-02-20,5390876,109802,2.04,34560,25,2022-03-13,443,2676993,34614,1.29,282
22267,28859,29229,23990,20902,13687,9589,21218,2022-02-21,5427235,109818,2.02,36343,16,2022-03-14,429,2713352,34630,1.28,271
28859,29229,23990,20902,13687,9589,18792,20721,2022-02-22,5477904,110143,2.01,50344,325,2022-03-15,417,2764021,34955,1.26,262
29229,23990,20902,13687,9589,18792,20456,19521,2022-02-23,5518136,110503,2.00,39872,360,2022-03-16,391,2804253,35315,1.26,246
23990,20902,13687,9589,18792,20456,18282,17957,2022-02-24,5556589,110844,1.99,38112,341,2022-03-17,358,2842706,35656,1.25,225
20902,13687,9589,18792,20456,18282,16724,16919,2022-02-25,5578155,111042,1.99,21368,198,2022-03-18,337,2864272,35854,1.25,212
13687,9589,18792,20456,18282,16724,13960,15927,2022-02-26,5593531,111263,1.99,15155,221,2022-03-19,317,2879648,36075,1.25,200
9589,18792,20456,18282,16724,13960,8902,15244,2022-02-27,5603324,111303,1.99,9753,40,2022-03-20,303,2889441,36115,1.25,191
18792,20456,18282,16724,13960,8902,6564,14811,2022-02-28,5623213,111304,1.98,19888,1,2022-03-21,293,2909330,36116,1.24,184
20456,18282,16724,13960,8902,6564,12984,13982,2022-03-01,5644843,111573,1.98,21361,269,2022-03-22,276,2930960,36385,1.24,174
18282,16724,13960,8902,6564,12984,14737,13165,2022-03-02,5663676,111850,1.97,18556,277,2022-03-23,260,2949793,36662,1.24,164
16724,13960,8902,6564,12984,14737,14068,12563,2022-03-03,5680746,112116,1.97,16804,266,2022-03-24,248,2966863,36928,1.24,156
13960,8902,6564,12984,14737,14068,12483,11957,2022-03-04,5695472,112322,1.97,14520,206,2022-03-25,236,2981589,37134,1.25,149
8902,6564,12984,14737,14068,12483,12737,11782,2022-03-05,5705541,112521,1.97,9870,199,2022-03-26,232,2991658,37333,1.25,147
6564,12984,14737,14068,12483,12737,7697,11610,2022-03-06,5712194,112531,1.97,6643,10,2022-03-27,229,2998311,37343,1.25,145
12984,14737,14068,12483,12737,7697,5585,11470,2022-03-07,5726129,112537,1.97,13929,6,2022-03-28,225,3012246,37349,1.24,142
14737,14068,12483,12737,7697,5585,13152,11494,2022-03-08,5741738,112754,1.96,15392,217,2022-03-29,226,3027855,37566,1.24,143
14068,12483,12737,7697,5585,13152,14415,11448,2022-03-09,5756233,112988,1.96,14261,234,2022-03-30,225,3042350,37800,1.24,142
12483,12737,7697,5585,13152,14415,13438,11358,2022-03-10,5769324,113172,1.96,12907,184,2022-03-31,223,3055441,37984,1.24,141
12737,7697,5585,13152,14415,13438,11637,11237,2022-03-11,5782194,113293,1.96,12749,121,2022-04-01,220,3068311,38105,1.24,140
7697,5585,13152,14415,13438,11637,11116,11006,2022-03-12,5790846,113420,1.96,8525,127,2022-04-02,216,3076963,38232,1.24,137
5585,13152,14415,13438,11637,11116,7580,10989,2022-03-13,5796803,113430,1.96,5947,10,2022-04-03,215,3082920,38242,1.24,136
13152,14415,13438,11637,11116,7580,5298,10948,2022-03-14,5810486,113431,1.95,13682,1,2022-04-04,214,3096603,38243,1.23,135
14415,13438,11637,11116,7580,5298,12695,10883,2022-03-15,5825246,113609,1.95,14582,178,2022-04-05,212,3111363,38421,1.23,134
13438,11637,11116,7580,5298,12695,14480,10892,2022-03-16,5839020,113760,1.95,13623,151,2022-04-06,212,3125137,38572,1.23,134
11637,11116,7580,5298,12695,14480,12274,10726,2022-03-17,5851524,113967,1.95,12297,207,2022-04-07,209,3137641,38779,1.24,133
11116,7580,5298,12695,14480,12274,11660,10729,2022-03-18,5862884,114074,1.95,11253,107,2022-04-08,209,3149001,38886,1.23,132
7580,5298,12695,14480,12274,11660,10379,10624,2022-03-19,5871225,114193,1.94,8222,119,2022-04-09,207,3157342,39005,1.24,131
5298,12695,14480,12274,11660,10379,5696,10355,2022-03-20,5876871,114205,1.94,5634,12,2022-04-10,201,3162988,39017,1.23,128
12695,14480,12274,11660,10379,5696,4165,10193,2022-03-21,5890031,114208,1.94,13157,3,2022-04-11,198,3176148,39020,1.23,125
14480,12274,11660,10379,5696,4165,10149,9829,2022-03-22,5904827,114341,1.94,14663,133,2022-04-12,190,3190944,39153,1.23,121
12274,11660,10379,5696,4165,10149,10437,9251,2022-03-23,5917517,114465,1.93,12566,124,2022-04-13,179,3203634,39277,1.23,113
11660,10379,5696,4165,10149,10437,8994,8783,2022-03-24,5929350,114611,1.93,11687,146,2022-04-14,170,3215467,39423,1.23,108
10379,5696,4165,10149,10437,8994,8241,8294,2022-03-25,5939942,114721,1.93,10482,110,2022-04-15,160,3226059,39533,1.23,102
5696,4165,10149,10437,8994,8241,6633,7759,2022-03-26,5946580,114806,1.93,6553,85,2022-04-16,150,3232697,39618,1.23,95
4165,10149,10437,8994,8241,6633,3494,7445,2022-03-27,5950927,114813,1.93,4340,7,2022-04-17,144,3237044,39625,1.22,91
10149,10437,8994,8241,6633,3494,2368,7188,2022-03-28,5961516,114814,1.93,10588,1,2022-04-18,138,3247633,39626,1.22,88
10437,8994,8241,6633,3494,2368,6608,6682,2022-03-29,5972548,114924,1.92,10922,110,2022-04-19,129,3258665,39736,1.22,81
8994,8241,6633,3494,2368,6608,5742,6011,2022-03-30,5983936,115025,1.92,11287,101,2022-04-20,116,3270053,39837,1.22,73
8241,6633,3494,2368,6608,5742,4997,5440,2022-03-31,5991853,115158,1.92,7784,133,2022-04-21,105,3277970,39970,1.22,66
6633,3494,2368,6608,5742,4997,4053,4842,2022-04-01,5998198,115232,1.92,6271,74,2022-04-22,93,3284315,40044,1.22,59
3494,2368,6608,5742,4997,4053,2103,4195,2022-04-02,6001362,115328,1.92,3068,96,2022-04-23,81,3287479,40140,1.22,51
2368,6608,5742,4997,4053,2103,557,3775,2022-04-03,6002745,115330,1.92,1381,2,2022-04-24,73,3288862,40142,1.22,46
6608,5742,4997,4053,2103,557,493,3508,2022-04-04,6002788,115330,1.92,43,0,2022-04-25,67,3288905,40142,1.22,43
5742,4997,4053,2103,557,493,1891,2834,2022-04-05,6002961,115380,1.92,123,50,2022-04-26,54,3289078,40192,1.22,35
4997,4053,2103,557,493,1891,1571,2238,2022-04-06,6003116,115457,1.92,78,77,2022-04-27,43,3289233,40269,1.22,27
4053,2103,557,493,1891,1571,1487,1736,2022-04-07,6003301,115521,1.92,121,64,2022-04-28,33,3289418,40333,1.23,21
2103,557,493,1891,1571,1487,1330,1347,2022-04-08,6003457,115579,1.93,98,58,2022-04-29,26,3289574,40391,1.23,17
557,493,1891,1571,1487,1330,1414,1249,2022-04-09,6003593,115620,1.93,95,41,2022-04-30,24,3289710,40432,1.23,15
493,1891,1571,1487,1330,1414,440,1232,2022-04-10,6003626,115620,1.93,33,0,2022-05-01,24,3289743,40432,1.23,15
1891,1571,1487,1330,1414,440,381,1216,2022-04-11,6003652,115620,1.93,26,0,2022-05-02,23,3289769,40432,1.23,15
1571,1487,1330,1414,440,381,1623,1178,2022-04-12,6003830,115681,1.93,117,61,2022-05-03,23,3289947,40493,1.23,14
1487,1330,1414,440,381,1623,1269,1135,2022-04-13,6003954,115721,1.93,84,40,2022-05-04,22,3290071,40533,1.23,14
1330,1414,440,381,1623,1269,1186,1092,2022-04-14,6004066,115760,1.93,73,39,2022-05-05,21,3290183,40572,1.23,13
1414,440,381,1623,1269,1186,1201,1073,2022-04-15,6004202,115794,1.93,102,34,2022-05-06,21,3290319,40606,1.23,13
440,381,1623,1269,1186,1201,1078,1025,2022-04-16,6004295,115823,1.93,64,29,2022-05-07,20,3290412,40635,1.23,13
381,1623,1269,1186,1201,1078,312,1007,2022-04-17,6004330,115823,1.93,35,0,2022-05-08,19,3290447,40635,1.23,12
1623,1269,1186,1201,1078,312,266,991,2022-04-18,6004354,115823,1.93,24,0,2022-05-09,19,3290471,40635,1.23,12
1269,1186,1201,1078,312,266,304,802,2022-04-19,6004371,115823,1.93,17,0,2022-05-10,15,3290488,40635,1.23,10
1186,1201,1078,312,266,304,1527,839,2022-04-20,6004491,115854,1.93,89,31,2022-05-11,16,3290608,40666,1.24,10
1201,1078,312,266,304,1527,1178,838,2022-04-21,6004591,115884,1.93,70,30,2022-05-12,16,3290708,40696,1.24,10
1078,312,266,304,1527,1178,1097,823,2022-04-22,6004690,115911,1.93,72,27,2022-05-13,16,3290807,40723,1.24,10
312,266,304,1527,1178,1097,1240,846,2022-04-23,6004780,115933,1.93,68,22,2022-05-14,16,3290897,40745,1.24,10
266,304,1527,1178,1097,1240,344,851,2022-04-24,6004815,115933,1.93,35,0,2022-05-15,16,3290932,40745,1.24,11
304,1527,1178,1097,1240,344,267,851,2022-04-25,6004839,115933,1.93,24,0,2022-05-16,16,3290956,40745,1.24,11
1527,1178,1097,1240,344,267,1356,1001,2022-04-26,6004939,115962,1.93,71,29,2022-05-17,19,3291056,40774,1.24,12
1178,1097,1240,344,267,1356,1041,932,2022-04-27,6005034,115983,1.93,74,21,2022-05-18,18,3291151,40795,1.24,12
1097,1240,344,267,1356,1041,958,900,2022-04-28,6005131,116007,1.93,73,24,2022-05-19,17,3291248,40819,1.24,11
1240,344,267,1356,1041,958,857,866,2022-04-29,6005214,116027,1.93,63,20,2022-05-20,17,3291331,40839,1.24,11
344,267,1356,1041,958,857,842,809,2022-04-30,6005292,116044,1.93,61,17,2022-05-21,16,3291409,40856,1.24,10
267,1356,1041,958,857,842,234,794,2022-05-01,6005325,116044,1.93,33,0,2022-05-22,15,3291442,40856,1.24,10
1356,1041,958,857,842,234,188,782,2022-05-02,6005350,116044,1.93,25,0,2022-05-23,15,3291467,40856,1.24,10
1041,958,857,842,234,188,890,716,2022-05-03,6005397,116054,1.93,37,10,2022-05-24,14,3291514,40866,1.24,9
958,857,842,234,188,890,173,592,2022-05-04,6005410,116055,1.93,12,1,2022-05-25,11,3291527,40867,1.24,7
857,842,234,188,890,173,912,585,2022-05-05,6005496,116084,1.93,57,29,2022-05-26,11,3291613,40896,1.24,7
842,234,188,890,173,912,611,550,2022-05-06,6005563,116109,1.93,42,25,2022-05-27,11,3291680,40921,1.24,7
234,188,890,173,912,611,704,530,2022-05-07,6005629,116123,1.93,52,14,2022-05-28,10,3291746,40935,1.24,7
188,890,173,912,611,704,199,525,2022-05-08,6005655,116123,1.93,26,0,2022-05-29,10,3291772,40935,1.24,7
890,173,912,611,704,199,184,525,2022-05-09,6005669,116123,1.93,14,0,2022-05-30,10,3291786,40935,1.24,7
173,912,611,704,199,184,727,501,2022-05-10,6005731,116135,1.93,50,12,2022-05-31,10,3291848,40947,1.24,6
912,611,704,199,184,727,566,558,2022-05-11,6005778,116150,1.93,32,15,2022-06-01,11,3291895,40962,1.24,7
611,704,199,184,727,566,500,499,2022-05-12,6005834,116161,1.93,45,11,2022-06-02,10,3291951,40973,1.24,6
704,199,184,727,566,500,469,478,2022-05-13,6005885,116172,1.93,40,11,2022-06-03,9,3292002,40984,1.24,6
199,184,727,566,500,469,434,440,2022-05-14,6005938,116193,1.93,32,21,2022-06-04,9,3292055,41005,1.25,5
184,727,566,500,469,434,139,431,2022-05-15,6005950,116193,1.93,12,0,2022-06-05,8,3292067,41005,1.25,5
727,566,500,469,434,139,95,419,2022-05-16,6005971,116193,1.93,21,0,2022-06-06,8,3292088,41005,1.25,5
566,500,469,434,139,95,512,388,2022-05-17,6006008,116203,1.93,27,10,2022-06-07,8,3292125,41015,1.25,5
500,469,434,139,95,512,388,362,2022-05-18,6006044,116216,1.93,23,13,2022-06-08,7,3292161,41028,1.25,5
469,434,139,95,512,388,359,342,2022-05-19,6006089,116228,1.94,33,12,2022-06-09,7,3292206,41040,1.25,4
434,139,95,512,388,359,315,320,2022-05-20,6006121,116241,1.94,19,13,2022-06-10,6,3292238,41053,1.25,4
139,95,512,388,359,315,336,306,2022-05-21,6006168,116254,1.94,34,13,2022-06-11,6,3292285,41066,1.25,4
95,512,388,359,315,336,95,300,2022-05-22,6006180,116254,1.94,12,0,2022-06-12,6,3292297,41066,1.25,4
512,388,359,315,336,95,65,296,2022-05-23,6006192,116254,1.94,12,0,2022-06-13,6,3292309,41066,1.25,4
388,359,315,336,95,65,420,283,2022-05-24,6006237,116270,1.94,29,16,2022-06-14,5,3292354,41082,1.25,4
359,315,336,95,65,420,284,268,2022-05-25,6006291,116276,1.94,48,6,2022-06-15,5,3292408,41088,1.25,3
315,336,95,65,420,284,249,252,2022-05-26,6006333,116285,1.94,33,9,2022-06-16,5,3292450,41097,1.25,3
336,95,65,420,284,249,262,244,2022-05-27,6006365,116291,1.94,26,6,2022-06-17,5,3292482,41103,1.25,3
95,65,420,284,249,262,264,234,2022-05-28,6006395,116297,1.94,24,6,2022-06-18,5,3292512,41109,1.25,3
65,420,284,249,262,264,83,232,2022-05-29,6006400,116297,1.94,5,0,2022-06-19,5,3292517,41109,1.25,3
420,284,249,262,264,83,83,235,2022-05-30,6006410,116297,1.94,10,0,2022-06-20,5,3292527,41109,1.25,3
284,249,262,264,83,83,346,224,2022-05-31,6006434,116304,1.94,17,7,2022-06-21,4,3292551,41116,1.25,3
249,262,264,83,83,346,256,220,2022-06-01,6006456,116311,1.94,15,7,2022-06-22,4,3292573,41123,1.25,3
262,264,83,83,346,256,220,216,2022-06-02,6006486,116318,1.94,23,7,2022-06-23,4,3292603,41130,1.25,3
