#REF!,,,,,,,,,t14,t13,t12,t11,t10,t9,t8,t7,t6,t5,t4,t3,t2,t1,t
,,,,,,,,,0.36,0.34,0.34,0.30,0.27,0.25,0.27,0.18,0.18,0.18,0.23,0.16,0.21,0.16,
,,,,,,,,,0.51,0.53,0.54,0.53,0.59,0.60,0.51,0.60,0.57,0.56,0.62,0.68,0.65,0.66,
,,,,,,,,,0.76,0.76,0.76,0.96,0.94,0.83,0.71,0.81,0.81,0.81,0.57,0.53,0.53,0.61,
,,,,,,,,,0.96,0.95,0.93,0.92,0.76,0.73,0.62,0.62,0.61,0.61,0.55,0.51,0.48,0.54,
,,,,,,,,,0.67,0.67,0.67,0.47,0.35,0.27,0.35,0.42,0.42,0.42,0.52,0.50,0.50,0.40,
,,,,,,,,,0.86,0.86,0.86,0.67,0.59,0.56,0.46,0.34,0.34,0.34,0.30,0.38,0.34,0.35,
,,,,,,,,,1.45,1.45,1.45,1.36,0.94,0.82,0.63,0.63,0.63,0.63,0.70,0.75,0.58,0.49,
,,,,,,,,,1.40,1.40,1.40,1.12,0.87,0.50,0.54,0.50,0.50,0.50,0.37,0.33,0.37,0.17,
,,,,,,,,,1.61,1.60,1.58,1.43,1.37,1.33,1.11,1.03,1.01,0.91,0.78,0.77,0.57,0.59,
,,,,,,,,,1.19,1.19,1.19,0.90,0.66,0.61,0.61,0.49,0.49,0.49,0.61,0.66,0.54,0.41,
,,,,,,,,,2.58,2.58,2.56,2.05,2.02,1.74,1.51,1.46,1.46,1.46,1.28,1.25,1.13,1.15,
,,,,,,,,,0.80,0.80,0.78,0.74,0.72,0.70,0.66,0.66,0.66,0.66,0.58,0.54,0.52,0.58,
,,,,,,,,,0.80,0.80,0.80,0.63,0.56,0.31,0.31,0.26,0.26,0.26,0.30,0.37,0.40,0.37,
,,,,,,,,,1.34,1.34,1.34,1.01,0.93,0.75,0.82,1.01,1.01,1.01,1.27,1.20,1.38,1.27,
,,,,,,,,,1.57,1.58,1.58,1.32,1.16,1.03,0.81,0.67,0.67,0.66,0.63,0.65,0.71,0.81,
,,,,,,,,,1.77,1.77,1.77,1.60,1.47,1.52,1.10,0.82,0.82,0.82,0.87,0.85,0.75,0.87,
,,,,,,,,,0.16,0.16,0.16,0.11,0.16,0.25,0.35,0.32,0.32,0.32,0.35,0.28,0.19,0.07,
,,,,,,,,,0.80,0.80,0.80,0.77,0.62,0.57,0.50,0.46,0.46,0.46,0.41,0.43,0.46,0.50,
,,,,,,,,,0.95,0.97,1.02,0.90,1.02,0.97,0.97,0.59,0.57,0.52,0.54,0.41,0.29,0.29,
,,,,,,,,,0.14,0.14,0.14,0.08,0.12,0.14,0.16,0.14,0.14,0.14,0.16,0.14,0.08,0.10,
,,,,,,,,,0.10,0.10,0.10,0.10,0.08,0.10,0.13,0.08,0.08,0.08,0.08,0.10,0.08,0.05,
,,,,,,,,,0.15,0.15,0.15,0.15,0.05,0.07,0.05,0.10,0.10,0.10,0.07,0.10,0.10,0.10,
,,,,,,,,,0.42,0.42,0.42,0.40,0.33,0.33,0.22,0.20,0.20,0.20,0.18,0.23,0.17,0.20,
,,,,,,,,,0.18,0.18,0.18,0.18,0.12,0.15,0.15,0.03,0.03,0.03,0.03,0.06,0.03,0.09,
,,,,,,,,,0.50,0.50,0.50,0.44,0.44,0.41,0.35,0.38,0.38,0.38,0.32,0.17,0.23,0.23,
,,,,,,,,,0.04,0.04,0.04,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,0.03,0.03,0.03,0.03,0.03,0.00,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.05,
,,,,,,,,,0.11,0.13,0.13,0.23,0.26,0.26,0.30,0.32,0.30,0.30,0.28,0.30,0.36,0.38,
,,,,,,,,,0.18,0.16,0.16,0.14,0.13,0.07,0.06,0.06,0.09,0.09,0.09,0.09,0.13,0.11,
,,,,,,,,,0.28,0.28,0.28,0.25,0.22,0.22,0.15,0.10,0.10,0.10,0.15,0.10,0.15,0.15,
,,,,,,,,,0.22,0.22,0.22,0.26,0.37,0.37,0.30,0.22,0.22,0.22,0.18,0.04,0.07,0.07,
,,,,,,,,,0.37,0.37,0.37,0.31,0.34,0.29,0.37,0.34,0.34,0.34,0.31,0.30,0.25,0.18,
,,,,,,,,,0.26,0.26,0.25,0.25,0.28,0.28,0.23,0.22,0.22,0.22,0.21,0.30,0.28,0.27,
,,,,,,,,,0.06,0.06,0.06,0.09,0.06,0.06,0.08,0.05,0.05,0.05,0.04,0.05,0.08,0.06,
,,,,,,,,,0.39,0.39,0.39,0.36,0.33,0.34,0.39,0.28,0.28,0.28,0.21,0.18,0.16,0.12,
,,,,,,,,,0.00,0.00,0.00,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.00,0.00,0.00,0.00,
,,,,,,,,,0.81,0.81,0.86,1.27,1.15,1.09,1.01,1.04,1.04,0.98,0.43,0.32,0.38,0.29,
,,,,,,,,,0.59,0.61,0.61,0.57,0.53,0.39,0.37,0.20,0.20,0.20,0.11,0.17,0.18,0.17,
,,,,,,,,,0.02,0.02,0.02,0.02,0.04,0.04,0.02,0.02,0.02,0.02,0.10,0.08,0.08,0.08,
,,,,,,,,,0.64,0.64,0.64,0.68,0.43,0.30,0.24,0.19,0.19,0.19,0.13,0.11,0.09,0.11,
,,,,,,,,,0.20,0.20,0.20,0.24,0.20,0.14,0.14,0.14,0.14,0.14,0.19,0.23,0.23,0.23,
,,,,,,,,,0.09,0.09,0.09,0.09,0.14,0.25,0.25,0.31,0.31,0.31,0.28,0.20,0.11,0.08,
,,,,,,,,,0.39,0.39,0.39,0.30,0.27,0.22,0.17,0.14,0.14,0.14,0.16,0.14,0.13,0.20,
,,,,,,,,,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.07,0.07,0.14,0.10,
,,,,,,,,,0.33,0.34,0.34,0.36,0.26,0.33,0.32,0.31,0.29,0.29,0.33,0.33,0.24,0.18,
,,,,,,,,,0.18,0.18,0.21,0.27,0.24,0.24,0.21,0.15,0.15,0.12,0.06,0.06,0.06,0.12,
,,,,,,,,,0.10,0.09,0.08,0.06,0.03,0.06,0.06,0.07,0.07,0.07,0.11,0.14,0.12,0.15,
,,,,,,,,,0.34,0.34,0.34,0.34,0.34,0.30,0.15,0.11,0.11,0.11,0.19,0.19,0.15,0.19,
,,,,,,,,,0.25,0.22,0.21,0.22,0.16,0.15,0.14,0.11,0.12,0.11,0.05,0.12,0.14,0.17,
,,,,,,,,,0.17,0.17,0.17,0.07,0.09,0.06,0.04,0.04,0.04,0.04,0.04,0.04,0.02,0.02,
,,,,,,,,,0.10,0.10,0.10,0.20,0.20,0.17,0.17,0.17,0.17,0.17,0.20,0.20,0.24,0.24,
,,,,,,,,,0.17,0.17,0.17,0.11,0.09,0.06,0.04,0.04,0.04,0.04,0.06,0.04,0.06,0.06,
,,,,,,,,,0.23,0.23,0.24,0.21,0.21,0.18,0.18,0.19,0.19,0.18,0.21,0.26,0.25,0.25,
,,,,,,,,,0.05,0.05,0.05,0.14,0.09,0.09,0.14,0.23,0.23,0.23,0.18,0.23,0.23,0.18,
,,,,,,,,,0.23,0.22,0.23,0.20,0.19,0.19,0.19,0.20,0.20,0.20,0.20,0.24,0.24,0.22,
,,,,,,,,,0.39,0.39,0.39,0.39,0.33,0.18,0.24,0.27,0.27,0.27,0.16,0.31,0.33,0.33,
,,,,,,,,,0.51,0.51,0.51,0.54,0.48,0.45,0.30,0.24,0.24,0.24,0.18,0.21,0.18,0.15,
,,,,,,,,,0.92,0.91,0.91,0.91,0.75,0.65,0.53,0.41,0.40,0.40,0.28,0.37,0.53,0.59,
,,,,,,,,,0.55,0.57,0.54,0.43,0.40,0.38,0.29,0.32,0.29,0.27,0.26,0.32,0.31,0.35,
,,,,,,,,,0.36,0.36,0.36,0.34,0.36,0.33,0.33,0.24,0.24,0.24,0.19,0.23,0.26,0.29,
,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.02,
,,,,,,,,,0.68,0.70,0.70,0.68,0.59,0.59,0.54,0.49,0.47,0.47,0.51,0.55,0.59,0.63,
,,,,,,,,,0.15,0.15,0.14,0.12,0.16,0.13,0.14,0.16,0.16,0.16,0.16,0.13,0.15,0.12,
,,,,,,,,,0.06,0.06,0.06,0.07,0.05,0.04,0.06,0.05,0.05,0.05,0.03,0.03,0.04,0.03,
,,,,,,,,,0.38,0.38,0.38,0.30,0.27,0.15,0.18,0.12,0.12,0.12,0.24,0.32,0.41,0.41,
,,,,,,,,,0.16,0.15,0.17,0.19,0.22,0.17,0.13,0.11,0.11,0.08,0.06,0.06,0.04,0.07,
,,,,,,,,,0.20,0.21,0.21,0.12,0.10,0.14,0.15,0.14,0.13,0.13,0.12,0.10,0.07,0.07,
,,,,,,,,,0.06,0.06,0.06,0.05,0.04,0.01,0.01,0.04,0.04,0.04,0.05,0.06,0.05,0.08,
,,,,,,,,,0.05,0.04,0.04,0.04,0.03,0.01,0.01,0.03,0.05,0.04,0.04,0.04,0.04,0.04,
,,,,,,,,,0.16,0.15,0.15,0.18,0.20,0.23,0.24,0.23,0.23,0.23,0.21,0.21,0.19,0.20,
,,,,,,,,,0.07,0.10,0.10,0.10,0.17,0.20,0.26,0.26,0.23,0.23,0.26,0.13,0.10,0.03,
,,,,,,,,,1.12,1.10,1.12,1.04,0.85,0.87,0.83,0.71,0.75,0.73,0.54,0.48,0.41,0.32,
,,,,,,,,,0.24,0.24,0.24,0.20,0.21,0.20,0.16,0.17,0.17,0.17,0.17,0.17,0.20,0.17,
,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,1.34,1.35,1.36,1.14,0.96,0.83,0.79,0.67,0.65,0.64,0.70,0.66,0.64,0.58,
,,,,,,,,,0.17,0.15,0.15,0.14,0.16,0.16,0.19,0.14,0.19,0.19,0.26,0.25,0.25,0.24,
,,,,,,,,,0.29,0.29,0.30,0.26,0.26,0.25,0.24,0.23,0.23,0.22,0.24,0.23,0.23,0.20,
,,,,,,,,,0.43,0.43,0.43,0.41,0.39,0.51,0.50,0.50,0.50,0.50,0.53,0.48,0.34,0.31,
,,,,,,,,,0.42,0.42,0.42,0.37,0.34,0.30,0.34,0.32,0.32,0.32,0.32,0.30,0.28,0.26,
,,,,,,,,,1.24,1.24,1.24,0.99,0.94,1.07,1.20,0.86,0.86,0.86,0.77,0.64,0.47,0.39,
,,,,,,,,,0.83,0.83,0.82,0.78,0.77,0.67,0.43,0.35,0.35,0.35,0.26,0.37,0.30,0.26,
,,,,,,,,,1.23,1.22,1.22,1.05,0.89,0.87,0.68,0.51,0.54,0.54,0.43,0.39,0.38,0.38,
,,,,,,,,,0.99,0.99,0.99,0.70,0.83,0.77,0.64,0.73,0.73,0.73,0.77,0.70,0.76,0.73,
,,,,,,,,,0.18,0.18,0.18,0.16,0.12,0.04,0.06,0.04,0.04,0.04,0.03,0.07,0.07,0.07,
,,,,,,,,,0.57,0.58,0.58,0.55,0.57,0.54,0.52,0.49,0.48,0.48,0.44,0.39,0.32,0.27,
,,,,,,,,,1.17,1.17,1.17,1.34,1.22,1.05,0.93,0.79,0.79,0.79,0.60,0.50,0.48,0.45,
,,,,,,,,,0.14,0.14,0.16,0.12,0.08,0.07,0.12,0.13,0.13,0.12,0.14,0.16,0.14,0.11,
,,,,,,,,,0.81,0.76,0.76,0.72,0.59,0.47,0.51,0.38,0.38,0.38,0.17,0.17,0.38,0.30,
,,,,,,,,,1.07,1.07,1.17,0.98,1.16,1.21,1.16,1.16,1.16,1.07,0.98,0.70,0.84,0.84,
,,,,,,,,,0.74,0.71,0.74,0.61,0.64,0.74,0.61,0.96,0.99,0.96,0.86,0.77,0.64,0.64,
,,,,,,,,,0.73,0.70,0.68,0.60,0.52,0.39,0.40,0.35,0.35,0.34,0.40,0.33,0.32,0.33,
,,,,,,,,,0.61,0.63,0.63,0.55,0.45,0.39,0.33,0.22,0.22,0.22,0.16,0.14,0.08,0.10,
,,,,,,,,,0.77,0.77,0.77,0.59,0.47,0.40,0.40,0.34,0.34,0.34,0.27,0.20,0.22,0.20,
,,,,,,,,,0.32,0.32,0.32,0.27,0.16,0.14,0.11,0.16,0.16,0.16,0.13,0.15,0.16,0.15,
,,,,,,,,,1.21,1.21,1.21,1.07,0.77,0.57,0.59,0.45,0.45,0.45,0.45,0.53,0.53,0.51,
,,,,,,,,,1.24,1.25,1.25,1.15,1.03,1.02,0.93,0.88,0.88,0.88,0.79,0.74,0.73,0.73,
,,,,,,,,,0.40,0.38,0.37,0.32,0.28,0.24,0.22,0.19,0.19,0.19,0.17,0.22,0.22,0.20,
